hours_studied,sleep_hours,distractions,attendance,grade
1,4,10,50,22.86391311179123
7,5,7,94,76.89744232365
3,8,3,79,67.76411475975976
6,7,3,90,98.40461849397946
5,7,10,96,76.01199548598505
5,4,3,52,60.80391085926423
5,6,6,95,78.79014265727608
1,9,6,60,49.2985987587863
1,4,3,73,49.7856547304764
3,5,3,71,63.13806841838066
10,9,8,93,100.0
4,6,8,94,68.3672022009033
5,5,7,75,68.2768827813916
2,8,10,62,32.668916055851895
8,5,4,50,76.4614350486256
2,8,4,73,60.36547021628099
9,9,3,59,98.26691223150848
2,8,5,84,62.75336137152068
9,9,3,73,95.86652734961112
7,9,8,77,86.19852015658334
8,9,7,85,87.992347383394
2,9,3,65,61.50161285888647
7,9,9,89,84.43785154447923
6,5,5,65,66.62483730853262
4,9,9,66,65.98604559798636
7,5,7,100,83.55077357272755
4,9,7,64,66.57288773706306
2,8,6,65,58.196730191135444
10,9,2,64,100.0
7,6,9,83,73.53623235640448
8,9,6,60,91.84664451100106
2,9,8,50,45.60305680111046
5,8,1,64,81.54569396565937
1,7,5,75,56.00780546179612
7,8,1,100,100.0
8,6,10,53,60.69562061914002
6,7,8,92,82.8767368177001
5,4,8,54,37.66342556638178
6,4,1,84,80.94351191480787
2,6,9,62,36.673580638036086
1,8,2,59,60.05253070988327
7,5,9,60,63.73057726577475
7,6,1,67,90.45623148695339
10,7,10,83,92.30437683223323
10,7,9,88,96.43055403616489
2,9,4,90,72.47535240460218
2,4,9,91,46.98465300222454
1,7,7,99,74.92328169527993
10,6,6,72,96.03584757896611
8,7,5,56,73.66905727031609
8,6,9,88,97.19654434581089
1,5,2,52,39.97510032498864
8,9,2,61,95.10576000088427
9,4,9,56,71.69798685935933
4,7,3,98,76.31023036463749
1,6,8,75,40.363365991754506
1,8,9,82,60.240824122853454
3,4,8,86,52.87585668331802
5,5,4,97,85.49335058380436
5,6,1,64,70.73265779676828
9,9,4,51,89.0247019725658
10,9,9,90,100.0
2,5,2,56,51.18756121149011
2,5,3,81,57.77576116534501
6,9,10,53,60.08318269598576
9,7,8,69,81.54062303793398
1,7,6,99,69.70780015368545
9,6,8,85,93.3274915431946
9,8,7,81,89.75661683963204
9,6,5,77,91.93589278435351
5,8,9,62,61.66591764096997
9,5,4,50,78.58046384784147
4,4,6,84,58.98214440429315
2,6,2,97,77.98902805824711
6,6,2,79,83.49330361356988
4,8,2,85,84.36718258792705
6,5,10,74,58.07654887942842
3,5,7,65,44.828434311647186
6,8,2,68,97.2875555463345
2,5,2,50,55.00039976213341
2,9,9,54,45.65159418558544
9,7,7,100,100.0
7,9,3,71,97.56368757131214
3,4,3,73,54.373944854754306
1,6,7,92,51.375333992989326
8,4,5,94,92.34338312675659
6,6,10,86,72.30030319056411
7,7,6,85,84.4899769183064
9,5,8,85,90.1061327187437
5,9,9,53,53.28758537203527
1,8,1,85,70.07500763926228
10,9,3,67,98.30538173218622
7,7,7,99,85.47004328237469
5,4,6,65,53.96617605173797
3,8,7,90,71.81643638171994
9,5,8,67,74.12381495557685
1,7,6,71,43.40945696024809
1,8,3,51,50.886246013384735
1,7,2,70,64.46373522220517
3,7,7,85,67.69425217101006
6,5,1,93,98.50899362296823
10,6,3,88,100.0
3,8,4,96,76.56285893745033
8,5,1,88,100.0
10,7,5,78,99.54184603222421
2,5,10,75,47.81049890599029
9,6,3,70,91.54094221368214
3,9,2,66,67.05651745395366
5,8,3,65,82.36702971175127
10,6,8,80,93.58897775361685
8,4,6,100,86.68235164345384
2,8,7,58,46.50636849963088
6,6,6,80,72.65039677780759
5,7,6,63,60.49126283645142
10,8,3,98,100.0
9,8,8,86,97.86510606865603
5,5,7,51,51.8203033509309
2,7,7,97,63.308915318089205
5,4,6,95,79.97753734398611
4,9,5,63,58.446832630601804
7,6,10,82,75.53067957577855
6,5,8,84,70.28620372591203
2,6,5,88,57.1490938510176
5,4,9,96,68.82227172893859
7,4,9,100,77.90125893819423
7,8,1,69,97.73536733106947
5,4,6,51,54.840326212057334
9,6,7,100,100.0
4,7,3,90,77.58341034743003
3,7,7,68,62.98277244873758
4,8,7,86,67.17072615992289
5,9,2,67,80.9468175036221
6,6,7,65,64.17376473682864
3,6,1,53,60.51222706454705
2,4,5,61,45.39137899121776
4,6,9,78,54.496902033860145
5,5,7,56,57.29096086992208
4,9,7,63,62.59755458578054
3,4,2,61,49.41601320024153
8,5,8,84,80.94109318928837
10,8,3,54,87.61577919318741
4,7,8,66,62.65653174994386
2,8,3,91,73.2218959477914
2,7,10,81,51.3312718910098
1,8,7,59,44.06416686456747
4,6,2,92,88.23425043345893
10,5,4,66,97.5943884441491
9,7,6,54,87.75380546699593
7,4,9,94,75.57479177870582
10,5,5,91,94.92187543755031
7,4,9,58,57.92010278558043
7,5,5,98,90.57200210363591
8,5,10,82,80.06305151946638
1,8,8,85,57.05591370550122
10,7,1,85,100.0
10,7,7,67,87.8229226482989
8,5,4,58,72.86931734375538
4,6,5,78,69.6952652520291
4,6,6,99,78.31798726619984
4,4,5,63,56.97315944040435
6,4,1,74,78.50517927336176
7,8,9,64,62.70400245115678
6,5,2,55,59.87070160862596
1,4,9,91,43.79906184330179
8,4,10,78,71.49038960233196
10,9,2,64,100.0
7,5,9,78,71.38897573997515
6,8,6,53,63.62025334570176
6,4,9,67,60.81082403888684
5,8,6,99,86.41374153567878
6,7,6,98,85.98972607232983
9,8,2,93,100.0
10,6,8,88,96.42593504055617
9,6,3,65,90.6440895548973
10,8,7,60,85.01926847946976
8,6,5,63,83.22178894103138
10,7,3,52,94.27398399325492
9,5,1,100,100.0
10,6,8,99,100.0
8,6,3,91,100.0
8,8,2,87,100.0
1,7,1,94,67.4887227552582
10,5,4,91,100.0
5,8,8,67,69.2842470096804
4,8,3,69,62.3383953783397
2,9,1,97,78.84236975605185
8,7,4,74,93.41068833169487
3,5,9,87,61.544388021080564
4,7,1,62,75.10524370134006
7,5,2,53,76.9664665612389
10,7,9,63,85.1487193133572
9,8,2,82,100.0
2,8,3,77,65.51688307713383
3,4,7,86,46.03365474690408
4,6,3,57,67.00328043105377
10,9,9,93,100.0
1,7,6,83,52.83327119988398
7,9,3,93,100.0
2,4,9,54,22.926865214452278
5,6,1,54,62.05298687987284
1,7,10,80,47.33985671912567
3,5,3,94,73.60190207533739
2,6,1,58,54.641496024129204
1,8,2,91,70.30458443532046
7,4,8,81,77.84188976947223
5,6,7,82,73.18159222530325
1,6,2,52,47.50584967263773
6,8,2,79,93.37823246396871
5,7,9,99,75.99704862655692
3,5,6,61,59.3658283207151
7,8,5,78,76.46234240833758
10,5,10,52,78.2896051205939
9,7,6,75,96.01053759371554
9,6,9,79,85.74144125775427
9,5,7,58,75.40014478801056
2,4,10,75,38.72223351431447
3,4,10,51,38.017217939817044
7,8,9,52,66.80067763000058
5,7,4,95,81.86057630238456
2,8,2,53,61.00991442660841
3,8,8,74,67.9238311702993
